Town,sq_mtrs,Bedrooms,Bathrooms,Price
 Dagoretti North,3.0,3.0,2.0,135000.0
 Dagoretti North,260.0,4.0,4.0,135000.0
 Dagoretti North,300.0,4.0,5.0,140000.0
 Dagoretti North,279.0,3.0,4.0,140000.0
 Dagoretti North,2.0,2.0,2.0,140000.0
 Dagoretti North,120.0,2.0,2.0,140000.0
 Dagoretti North,3.0,3.0,5.0,140000.0
 Dagoretti North,3.0,3.0,2.0,140000.0
 Dagoretti North,3.0,3.0,5.0,140000.0
 Dagoretti North,3.0,3.0,3.0,140000.0
 Dagoretti North,180.0,4.0,5.0,140000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,3.0,3.0,3.0,145000.0
 Dagoretti North,3.0,3.0,3.0,145000.0
 Dagoretti North,23.0,3.0,4.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,4.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,120.0,2.0,2.0,150000.0
 Dagoretti North,2025.0,3.0,2.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,4.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,325.0,4.0,4.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,290.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,3.0,145000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,279.0,4.0,5.0,150000.0
 Dagoretti North,24.0,4.0,4.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,200.0,2.0,2.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,220.0,3.0,4.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,3.0,3.0,4.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,168.0,3.0,4.0,125000.0
 Dagoretti North,2.0,2.0,2.0,125000.0
 Dagoretti North,227.0,3.0,4.0,125000.0
 Dagoretti North,3.0,3.0,3.0,125000.0
 Dagoretti North,2.0,2.0,2.0,125000.0
 Dagoretti North,2.0,2.0,2.0,125000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,3.0,3.0,4.0,125000.0
 Dagoretti North,3.0,3.0,4.0,125000.0
 Dagoretti North,220.0,3.0,4.0,125000.0
 Dagoretti North,3.0,3.0,4.0,125000.0
 Dagoretti North,3.0,3.0,4.0,125000.0
 Dagoretti North,22.0,3.0,3.0,130000.0
 Dagoretti North,23.0,3.0,2.0,130000.0
 Dagoretti North,2.0,2.0,3.0,125000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,1.0,1.0,1.0,120000.0
 Dagoretti North,4.0,4.0,4.0,120000.0
 Dagoretti North,3.0,3.0,4.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,2.0,2.0,3.0,120000.0
 Dagoretti North,3.0,3.0,2.0,120000.0
 Dagoretti North,150.0,3.0,3.0,120000.0
 Dagoretti North,138.0,3.0,4.0,120000.0
 Dagoretti North,1800.0,3.0,4.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,3.0,3.0,2.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,4.0,4.0,4.0,120000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,3.0,3.0,4.0,130000.0
 Dagoretti North,4.0,4.0,4.0,130000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,4.0,4.0,4.0,130000.0
 Dagoretti North,3.0,3.0,4.0,130000.0
 Dagoretti North,3.0,3.0,2.0,130000.0
 Dagoretti North,4.0,4.0,5.0,130000.0
 Dagoretti North,23.0,3.0,4.0,130000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,140.0,2.0,3.0,130000.0
 Dagoretti North,213.0,4.0,5.0,130000.0
 Dagoretti North,180.0,3.0,4.0,130000.0
 Dagoretti North,3.0,3.0,4.0,130000.0
 Dagoretti North,4.0,4.0,3.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,23.0,3.0,4.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,180.0,3.0,4.0,130000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,3.0,3.0,4.0,130000.0
 Dagoretti North,2.0,2.0,3.0,130000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,4.0,4.0,5.0,130000.0
 Dagoretti North,3.0,3.0,4.0,130000.0
 Dagoretti North,120.0,1.0,2.0,130000.0
 Dagoretti North,210.0,4.0,4.0,130000.0
 Dagoretti North,2.0,2.0,2.0,130000.0
 Dagoretti North,232.0,4.0,5.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,193.0,3.0,3.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,3.0,3.0,3.0,130000.0
 Dagoretti North,23.0,3.0,4.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,112000.0
 Dagoretti North,223.0,3.0,3.0,115000.0
 Dagoretti North,3.0,3.0,4.0,115000.0
 Dagoretti North,19.0,1.0,1.0,115000.0
 Dagoretti North,3.0,3.0,4.0,115000.0
 Dagoretti North,3.0,3.0,2.0,115000.0
 Dagoretti North,3.0,3.0,2.0,110000.0
 Dagoretti North,2.0,2.0,2.0,115000.0
 Dagoretti North,220.0,3.0,3.0,115000.0
 Dagoretti North,3.0,3.0,3.0,115000.0
 Dagoretti North,4.0,4.0,5.0,115000.0
 Dagoretti North,100.0,1.0,1.0,115000.0
 Dagoretti North,223.0,3.0,4.0,115000.0
 Dagoretti North,3.0,3.0,3.0,118000.0
 Dagoretti North,3.0,3.0,4.0,115000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,2.0,2.0,2.0,110000.0
 Dagoretti North,1.0,1.0,1.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,180.0,3.0,4.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,250.0,4.0,4.0,110000.0
 Dagoretti North,220.0,3.0,3.0,110000.0
 Dagoretti North,140.0,2.0,2.0,110000.0
 Dagoretti North,3.0,3.0,2.0,110000.0
 Dagoretti North,4.0,4.0,3.0,110000.0
 Dagoretti North,3.0,3.0,4.0,110000.0
 Dagoretti North,3.0,3.0,2.0,110000.0
 Dagoretti North,3.0,3.0,2.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,2.0,2.0,2.0,110000.0
 Dagoretti North,3.0,3.0,5.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,12.0,2.0,2.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,1.0,1.0,1.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,4.0,4.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,2.0,120000.0
 Dagoretti North,4.0,4.0,3.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,181.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,1.0,1.0,1.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,4.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,4.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,4.0,4.0,2.0,120000.0
 Dagoretti North,3.0,3.0,2.0,120000.0
 Dagoretti North,4.0,4.0,3.0,120000.0
 Dagoretti North,2.0,2.0,3.0,120000.0
 Dagoretti North,3.0,3.0,5.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,2500.0,3.0,4.0,120000.0
 Dagoretti North,3.0,3.0,2.0,120000.0
 Dagoretti North,196.0,3.0,4.0,120000.0
 Dagoretti North,2.0,2.0,2.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,186.0,3.0,3.0,120000.0
 Dagoretti North,8.0,1.0,1.0,120000.0
 Dagoretti North,1.0,1.0,1.0,120000.0
 Dagoretti North,3.0,3.0,3.0,120000.0
 Dagoretti North,3.0,3.0,4.0,120000.0
 Dagoretti North,3.0,3.0,4.0,110000.0
 Dagoretti North,3.0,3.0,4.0,132000.0
 Dagoretti North,279.0,3.0,3.0,135000.0
 Dagoretti North,4.0,4.0,3.0,160000.0
 Dagoretti North,3.0,3.0,3.0,160000.0
 Dagoretti North,220.0,3.0,3.0,160000.0
 Dagoretti North,3.0,3.0,3.0,160000.0
 Dagoretti North,3.0,3.0,3.0,160000.0
 Dagoretti North,2.0,2.0,2.0,160000.0
 Dagoretti North,4.0,4.0,4.0,160000.0
 Dagoretti North,23.0,3.0,3.0,160000.0
 Dagoretti North,2.0,2.0,2.0,160000.0
 Dagoretti North,3.0,3.0,2.0,160000.0
 Dagoretti North,2.0,2.0,3.0,160000.0
 Dagoretti North,250.0,4.0,4.0,160000.0
 Dagoretti North,2.0,2.0,2.0,160000.0
 Dagoretti North,4.0,4.0,6.0,160000.0
 Dagoretti North,23.0,3.0,3.0,160000.0
 Dagoretti North,3.0,3.0,4.0,160000.0
 Dagoretti North,4.0,4.0,4.0,160000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,160.0,3.0,4.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,3.0,3.0,4.0,150000.0
 Dagoretti North,4.0,4.0,3.0,150000.0
 Dagoretti North,1.0,1.0,1.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,4.0,4.0,4.0,160000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,2.0,2.0,3.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,3.0,3.0,4.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,23.0,3.0,3.0,160000.0
 Dagoretti North,260.0,3.0,4.0,160000.0
 Dagoretti North,2.0,2.0,2.0,170000.0
 Dagoretti North,23.0,3.0,3.0,170000.0
 Dagoretti North,300.0,5.0,6.0,170000.0
 Dagoretti North,1.0,1.0,1.0,170000.0
 Dagoretti North,2.0,2.0,2.0,170000.0
 Dagoretti North,3.0,3.0,4.0,172000.0
 Dagoretti North,4047.0,3.0,3.0,170000.0
 Dagoretti North,2.0,2.0,2.0,175000.0
 Dagoretti North,3.0,3.0,3.0,180000.0
 Dagoretti North,13.0,2.0,2.0,180000.0
 Dagoretti North,3.0,3.0,3.0,180000.0
 Dagoretti North,3.0,3.0,3.0,180000.0
 Dagoretti North,3.0,3.0,3.0,180000.0
 Dagoretti North,4.0,4.0,5.0,180000.0
 Dagoretti North,2.0,2.0,2.0,180000.0
 Dagoretti North,3.0,3.0,3.0,160000.0
 Dagoretti North,3.0,3.0,3.0,170000.0
 Dagoretti North,1.0,1.0,1.0,170000.0
 Dagoretti North,2.0,2.0,2.0,160000.0
 Dagoretti North,24.0,3.0,3.0,165000.0
 Dagoretti North,230.0,3.0,4.0,165000.0
 Dagoretti North,3.0,3.0,3.0,165000.0
 Dagoretti North,2.0,2.0,2.0,165000.0
 Dagoretti North,2.0,2.0,3.0,165000.0
 Dagoretti North,2.0,2.0,2.0,170000.0
 Dagoretti North,3.0,3.0,3.0,170000.0
 Dagoretti North,23.0,3.0,3.0,170000.0
 Dagoretti North,3.0,3.0,4.0,170000.0
 Dagoretti North,12.0,2.0,2.0,170000.0
 Dagoretti North,20.0,3.0,3.0,170000.0
 Dagoretti North,2.0,2.0,2.0,170000.0
 Dagoretti North,18.0,2.0,3.0,170000.0
 Dagoretti North,28.0,3.0,4.0,170000.0
 Dagoretti North,4.0,4.0,3.0,135000.0
 Dagoretti North,14.0,2.0,2.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,2.0,2.0,2.0,140000.0
 Dagoretti North,3.0,3.0,2.0,140000.0
 Dagoretti North,3.0,3.0,3.0,140000.0
 Dagoretti North,3.0,3.0,5.0,140000.0
 Dagoretti North,1500.0,2.0,2.0,140000.0
 Dagoretti North,3.0,3.0,4.0,140000.0
 Dagoretti North,13.0,2.0,2.0,140000.0
 Dagoretti North,2.0,2.0,2.0,140000.0
 Dagoretti North,111.0,2.0,2.0,140000.0
 Dagoretti North,2.0,2.0,2.0,140000.0
 Dagoretti North,3.0,3.0,4.0,140000.0
 Dagoretti North,2.0,2.0,2.0,140000.0
 Dagoretti North,3.0,3.0,4.0,145000.0
 Dagoretti North,2400.0,3.0,3.0,145000.0
 Dagoretti North,3.0,3.0,2.0,140000.0
 Dagoretti North,3.0,3.0,3.0,145000.0
 Dagoretti North,3.0,3.0,2.0,140000.0
 Dagoretti North,300.0,4.0,5.0,140000.0
 Dagoretti North,258.0,3.0,4.0,135000.0
 Dagoretti North,227.0,3.0,4.0,135000.0
 Dagoretti North,150.0,2.0,2.0,135000.0
 Dagoretti North,3.0,3.0,2.0,135000.0
 Dagoretti North,260.0,4.0,4.0,135000.0
 Dagoretti North,279.0,3.0,4.0,140000.0
 Dagoretti North,1.0,1.0,1.0,140000.0
 Dagoretti North,180.0,4.0,5.0,140000.0
 Dagoretti North,120.0,2.0,2.0,140000.0
 Dagoretti North,3.0,3.0,5.0,140000.0
 Dagoretti North,3.0,3.0,2.0,140000.0
 Dagoretti North,3.0,3.0,5.0,140000.0
 Dagoretti North,3.0,3.0,3.0,140000.0
 Dagoretti North,300.0,3.0,4.0,140000.0
 Dagoretti North,2.0,2.0,2.0,140000.0
 Dagoretti North,23.0,3.0,3.0,150000.0
 Dagoretti North,3.0,3.0,3.0,145000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,4.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,2025.0,3.0,2.0,150000.0
 Dagoretti North,23.0,3.0,4.0,150000.0
 Dagoretti North,290.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,4.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,325.0,4.0,4.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,3.0,3.0,3.0,145000.0
 Dagoretti North,120.0,2.0,2.0,150000.0
 Dagoretti North,3.0,3.0,3.0,150000.0
 Dagoretti North,279.0,4.0,5.0,150000.0
 Dagoretti North,24.0,4.0,4.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,5.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,220.0,3.0,4.0,150000.0
 Dagoretti North,4.0,4.0,4.0,150000.0
 Dagoretti North,2.0,2.0,2.0,150000.0
 Dagoretti North,3.0,3.0,2.0,150000.0
 Dagoretti North,200.0,2.0,2.0,150000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,4.0,4.0,3.0,110000.0
 Dagoretti North,1.0,1.0,1.0,110000.0
 Dagoretti North,1.0,1.0,1.0,90000.0
 Dagoretti North,1.0,1.0,1.0,90000.0
 Dagoretti North,4047.0,1.0,1.0,90000.0
 Dagoretti North,3.0,3.0,4.0,90000.0
 Dagoretti North,140.0,3.0,4.0,90000.0
 Dagoretti North,297.0,3.0,4.0,90000.0
 Dagoretti North,160.0,3.0,3.0,88000.0
 Dagoretti North,2.0,2.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,2.0,2.0,2.0,90000.0
 Dagoretti North,2.0,2.0,2.0,90000.0
 Dagoretti North,1400.0,2.0,3.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,86000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,23.0,3.0,4.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2.0,2.0,3.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2.0,2.0,3.0,85000.0
 Dagoretti North,3.0,3.0,2.0,86000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,3.0,3.0,4.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2024.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,125.0,3.0,2.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,4.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,2.0,2.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,250.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,2.0,2.0,2.0,90000.0
 Dagoretti North,94.0,2.0,3.0,90000.0
 Dagoretti North,2.0,2.0,2.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,5.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,4.0,90000.0
 Dagoretti North,2.0,2.0,2.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,200.0,3.0,3.0,90000.0
 Dagoretti North,105.0,2.0,2.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,1.0,1.0,1.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,3.0,3.0,2.0,90000.0
 Dagoretti North,3.0,3.0,4.0,90000.0
 Dagoretti North,250.0,3.0,3.0,90000.0
 Dagoretti North,232.0,3.0,2.0,90000.0
 Dagoretti North,110.0,2.0,2.0,90000.0
 Dagoretti North,130.0,2.0,3.0,90000.0
 Dagoretti North,2.0,2.0,2.0,90000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,1.0,1.0,1.0,85000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,114.0,2.0,2.0,80000.0
 Dagoretti North,3.0,3.0,4.0,80000.0
 Dagoretti North,3.0,3.0,4.0,80000.0
 Dagoretti North,3.0,3.0,2.0,80000.0
 Dagoretti North,3.0,3.0,2.0,80000.0
 Dagoretti North,2.0,2.0,3.0,80000.0
 Dagoretti North,4.0,4.0,4.0,80000.0
 Dagoretti North,120.0,2.0,2.0,80000.0
 Dagoretti North,120.0,2.0,2.0,80000.0
 Dagoretti North,3.0,3.0,3.0,80000.0
 Dagoretti North,3.0,3.0,3.0,80000.0
 Dagoretti North,3.0,3.0,3.0,80000.0
 Dagoretti North,3.0,3.0,4.0,83000.0
 Dagoretti North,3.0,3.0,2.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,13.0,2.0,3.0,80000.0
 Dagoretti North,15.0,3.0,3.0,80000.0
 Dagoretti North,3.0,3.0,3.0,80000.0
 Dagoretti North,85.0,2.0,3.0,80000.0
 Dagoretti North,4.0,4.0,3.0,110000.0
 Dagoretti North,1.0,1.0,2.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,1.0,1.0,1.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,130.0,2.0,2.0,80000.0
 Dagoretti North,220.0,3.0,3.0,80000.0
 Dagoretti North,3.0,3.0,2.0,80000.0
 Dagoretti North,2024.0,3.0,2.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,2.0,2.0,2.0,80000.0
 Dagoretti North,3.0,3.0,5.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,1.0,1.0,1.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,2.0,2.0,3.0,85000.0
 Dagoretti North,2.0,2.0,3.0,85000.0
 Dagoretti North,130.0,3.0,4.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,186.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,4.0,4.0,4.0,85000.0
 Dagoretti North,100.0,3.0,2.0,85000.0
 Dagoretti North,2023.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,4.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,3.0,3.0,4.0,85000.0
 Dagoretti North,1.0,1.0,1.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,1.0,1.0,1.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,3.0,3.0,3.0,85000.0
 Dagoretti North,3.0,3.0,4.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,3.0,3.0,2.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,2024.0,3.0,3.0,85000.0
 Dagoretti North,2.0,2.0,2.0,85000.0
 Dagoretti North,3.0,3.0,4.0,110000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,3.0,3.0,3.0,90000.0
 Dagoretti North,2.0,2.0,3.0,100000.0
 Dagoretti North,1.0,1.0,1.0,100000.0
 Dagoretti North,3.0,3.0,2.0,100000.0
 Dagoretti North,3.0,3.0,4.0,100000.0
 Dagoretti North,2.0,2.0,3.0,100000.0
 Dagoretti North,2.0,2.0,2.0,100000.0
 Dagoretti North,124.0,2.0,3.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,2024.0,3.0,3.0,100000.0
 Dagoretti North,1.0,1.0,1.0,100000.0
 Dagoretti North,2.0,2.0,2.0,100000.0
 Dagoretti North,1.0,1.0,1.0,100000.0
 Dagoretti North,23.0,3.0,3.0,100000.0
 Dagoretti North,12.0,2.0,2.0,100000.0
 Dagoretti North,3.0,3.0,2.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,158.0,3.0,3.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,4.0,4.0,3.0,100000.0
 Dagoretti North,4.0,4.0,4.0,100000.0
 Dagoretti North,14.0,2.0,3.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,1.0,1.0,1.0,100000.0
 Dagoretti North,2.0,2.0,2.0,100000.0
 Dagoretti North,4.0,4.0,4.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,3.0,3.0,2.0,100000.0
 Dagoretti North,4.0,4.0,4.0,100000.0
 Dagoretti North,3.0,3.0,3.0,100000.0
 Dagoretti North,3.0,3.0,4.0,100000.0
 Dagoretti North,3.0,3.0,2.0,100000.0
 Dagoretti North,3.0,3.0,2.0,100000.0
 Dagoretti North,160.0,3.0,4.0,100000.0
 Dagoretti North,90.0,1.0,1.0,110000.0
 Dagoretti North,220.0,3.0,3.0,110000.0
 Dagoretti North,2500.0,3.0,3.0,110000.0
 Dagoretti North,3.0,3.0,2.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,3.0,3.0,2.0,110000.0
 Dagoretti North,3.0,3.0,4.0,110000.0
 Dagoretti North,3.0,3.0,4.0,110000.0
 Dagoretti North,1.0,1.0,1.0,110000.0
 Dagoretti North,2.0,2.0,2.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,167.0,2.0,2.0,110000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,150.0,3.0,4.0,110000.0
 Dagoretti North,1.0,1.0,1.0,100000.0
 Dagoretti North,3.0,3.0,3.0,110000.0
 Dagoretti North,2.0,2.0,2.0,105000.0
